subject_slug,topic_id,topic_name,qa_file,question_count,difficulty_mix,batch_id,depends_on_batches,status,review_state,owner,notes
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-03-vacuum-drop.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.3-03
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-04-resultant-force.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.3-04
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-05-terminal-velocity-def.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.3-05
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-06-speed-time-sketch.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.3-06
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-07-parachute.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.3-07
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-08-ball-multi-calc.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.3-08
igcse-physics-0625,1.3,,qa-question-level/Q-1.3-09-two-skydivers.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.3-09
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-01-weight-calc.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-1.4-01
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-02-astronaut-moon.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-1.4-02
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-03-plumb-line.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.4-03
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-04-racing-car-stability.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.4-04
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-05-other-planet.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.4-05
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-06-mass-vs-weight.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.4-06
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-07-balanced-rule.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.4-07
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-08-two-planets.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.4-08
igcse-physics-0625,1.4,,qa-question-level/Q-1.4-09-seesaw.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.4-09
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-01-block-density.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-1.5-01
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-02-unit-conversion.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-1.5-02
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-03-displacement-method.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.5-03
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-04-float-or-sink.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.5-04
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-05-alloy-density.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.5-05
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-06-meniscus.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-1.5-06
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-07-floating-fraction.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.5-07
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-08-density-bottle.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.5-08
igcse-physics-0625,1.5,"| 2.3 | Work = Fd, energy types, conservation, Ek=½mv², Ep=mgh",qa-question-level/Q-1.5-09-metal-cube-error.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-1.5-09
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-01-force-acceleration.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.1-01
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-02-car-force.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.1-02
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-03-resultant-box.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.1-03
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-04-two-forces.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.1-04
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-05-constant-velocity.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.1-05
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-06-trolley-time.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.1-06
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-07-newton-unit.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.1-07
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-08-car-acceleration.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.1-08
igcse-physics-0625,2.1,"Force as push/pull, resultant force, F=ma",qa-question-level/Q-2.1-09-perpendicular-forces.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.1-09
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-01-spring-constant.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.2-01
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-02-force-needed.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.2-02
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-03-verify-hooke.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.2-03
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-04-limit-def.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.2-04
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-05-graph-curve.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.2-05
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-06-parallel-springs.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.2-06
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-07-spring-multi.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.2-07
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-08-series-springs.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.2-08
igcse-physics-0625,2.2,,qa-question-level/Q-2.2-09-rubber-hysteresis.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.2-09
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-01-work-done.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.3-01
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-02-kinetic-car.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.3-02
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-03-potential-lift.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.3-03
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-04-ball-drop-energy.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.3-04
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-05-conservation-def.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.3-05
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-06-rollercoaster.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.3-06
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-07-friction-heat.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.3-07
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-08-pendulum-energy.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.3-08
igcse-physics-0625,2.3,"| 3.6 | Melting, boiling, latent heat, heating/cooling curves",qa-question-level/Q-2.3-09-braking-distance.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.3-09
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-01-motor-power.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.4-01
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-02-crane-power.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.4-02
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-03-efficiency-pct.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.4-03
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-04-engine-efficiency.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.4-04
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-05-heater-100pct.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.4-05
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-06-lifting-speed.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.4-06
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-07-pump-efficiency.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.4-07
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-08-car-power.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.4-08
igcse-physics-0625,2.4,"Power = W/t, P = Fv, efficiency",qa-question-level/Q-2.4-09-escalator.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.4-09
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-01-energy-classification.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.5-01
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-02-coal-power-station.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.5-02
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-03-wind-vs-nuclear.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.5-03
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-04-high-voltage-transmission.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.5-04
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-05-sun-energy-source.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.5-05
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-06-solar-panel-calculation.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.5-06
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-07-nuclear-fission-chain.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.5-07
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-08-hydroelectric-pumped-storage.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.5-08
igcse-physics-0625,2.5,,qa-question-level/Q-2.5-09-energy-mix-analysis.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.5-09
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-01-pressure-calculation.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.6-01
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-02-depth-pressure.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-2.6-02
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-03-boyles-law.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.6-03
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-04-kinetic-model-temperature.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.6-04
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-05-manometer.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.6-05
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-06-diver-ears.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.6-06
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-07-tank-force.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.6-07
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-08-boyle-law-verification.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-2.6-08
igcse-physics-0625,2.6,,qa-question-level/Q-2.6-09-balloon-expansion.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-2.6-09
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-01-particle-states.md,1,Foundation,0625,,imported,pending,worker_course,Q-ID Q-3.1-01
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-02-gas-pressure-explanation.md,1,Foundation,0625,,imported,pending,worker_course,Q-ID Q-3.1-02
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-03-liquid-vs-solid-shape.md,1,Standard,0625,,imported,pending,worker_course,Q-ID Q-3.1-03
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-04-brownian-motion.md,1,Standard,0625,,imported,pending,worker_course,Q-ID Q-3.1-04
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-05-balloon-expansion.md,1,Standard,0625,,imported,pending,worker_course,Q-ID Q-3.1-05
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-06-density-comparison.md,1,Standard,0625,,imported,pending,worker_course,Q-ID Q-3.1-06
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-07-state-change-description.md,1,Challenge,0625,,imported,pending,worker_course,Q-ID Q-3.1-07
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-08-diffusion-factors.md,1,Challenge,0625,,imported,pending,worker_course,Q-ID Q-3.1-08
igcse-physics-0625,3.1,"| 3.5 | Specific heat capacity, Q=mcΔT",qa-question-level/Q-3.1-09-evaporation-cooling.md,1,Challenge,0625,,imported,pending,worker_course,Q-ID Q-3.1-09
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-01-celsius-to-kelvin.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.2-01
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-02-thermometer-calibration.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.2-02
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-03-thermal-equilibrium.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.2-03
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-04-clinical-thermometer-constriction.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.2-04
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-05-thermocouple-advantages.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.2-05
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-06-narrow-bore-sensitivity.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.2-06
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-07-resistance-thermometer.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.2-07
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-08-equilibrium-process.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.2-08
igcse-physics-0625,3.2,"Temperature scales, thermometers, thermal equilibrium",qa-question-level/Q-3.2-09-bore-error-analysis.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.2-09
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-01-particle-explanation.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.3-01
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-02-bimetallic-strip.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.3-02
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-03-expansion-nuisance.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.3-03
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-04-expansion-order.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.3-04
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-05-glass-cracking.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.3-05
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-06-ball-and-hole.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.3-06
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-07-alcohol-vs-mercury.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.3-07
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-08-cable-slack.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.3-08
igcse-physics-0625,3.3,"Thermal expansion of solids, liquids, gases",qa-question-level/Q-3.3-09-stuck-lid.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.3-09
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-01-metal-conduction.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.4-01
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-02-convection-current.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.4-02
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-03-solar-panel-black.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.4-03
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-04-vacuum-flask.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.4-04
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-05-carpet-vs-tile.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.4-05
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-06-convection-states.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.4-06
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-07-shiny-surfaces.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.4-07
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-08-black-vs-white-cooling.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.4-08
igcse-physics-0625,3.4,,qa-question-level/Q-3.4-09-cavity-wall.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.4-09
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-01-water-heating.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.5-01
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-02-aluminium-heating.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.5-02
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-03-water-coolant.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.5-03
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-04-error-analysis.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.5-04
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-05-copper-vs-aluminium.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.5-05
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-06-oil-heating.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.5-06
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-07-experiment-method.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.5-07
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-08-heating-time-factors.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.5-08
igcse-physics-0625,3.5,,qa-question-level/Q-3.5-09-kettle-boiling.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.5-09
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-01-evaporation-vs-boiling.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.6-01
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-02-ice-melting.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.6-02
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-03-heating-curve-plateau.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.6-03
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-04-steam-burns.md,1,Foundation,0625,,imported,passed,worker_course,Q-ID Q-3.6-04
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-05-latent-heat-calculation.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.6-05
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-06-cooling-curve.md,1,Standard,0625,,imported,passed,worker_course,Q-ID Q-3.6-06
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-07-partial-melting.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.6-07
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-08-sweating-cooling.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.6-08
igcse-physics-0625,3.6,,qa-question-level/Q-3.6-09-water-to-steam.md,1,Challenge,0625,,imported,passed,worker_course,Q-ID Q-3.6-09
igcse-physics-0625,4.1,"| 4.4 | Light: reflection in plane mirrors, ray diagrams",qa-question-level/Q-4.1-01-wave-speed-calculation.md,1,Foundation,0625,,imported,pending,worker_course,Q-ID Q-4.1-01
igcse-physics-0625,4.1,"| 4.4 | Light: reflection in plane mirrors, ray diagrams",qa-question-level/Q-4.1-02-frequency-from-period.md,1,Foundation,0625,,imported,pending,worker_course,Q-ID Q-4.1-02
